--- seqs per file 30000
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP11,0.09495442678468426,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '+', 'x', '-', '+', '+')"
RBP11,0.045254254904489484,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '+', 'x', '-', '+', '-')"
RBP11,0.04525425490448957,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '+', 'x', '-', '+', 'x')"
RBP11,0.058550003837986773,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '+', 'x', '-', '-', '+')"
RBP11,-0.000642982929843612,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '+', 'x', '-', '-', '-')"
RBP11,-0.0006429829298436106,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '+', 'x', '-', '-', 'x')"
RBP11,0.05855000383798677,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '+', 'x', '-', 'x', '+')"
RBP11,-0.0006429829298436106,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '+', 'x', '-', 'x', '-')"
RBP11,-0.0006429829298436009,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '+', 'x', '-', 'x', 'x')"
RBP11,0.09495442678468419,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '+', 'x', 'x', '+', '+')"
RBP11,0.045254254904489574,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '+', 'x', 'x', '+', '-')"
RBP11,0.04525425490448949,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '+', 'x', 'x', '+', 'x')"
RBP11,0.05855000383798677,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '+', 'x', 'x', '-', '+')"
RBP11,-0.000642982929843612,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '+', 'x', 'x', '-', '-')"
RBP11,-0.0006429829298436009,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '+', 'x', 'x', '-', 'x')"
RBP11,0.058550003837986836,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '+', 'x', 'x', 'x', '+')"
RBP11,-0.0006429829298436009,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '+', 'x', 'x', 'x', '-')"
RBP11,-0.0006429829298436,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '+', 'x', 'x', 'x', 'x')"
RBP11,0.090603717215594,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '+', '+', '+', '+')"
RBP11,0.03845943469629784,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '+', '+', '+', '-')"
RBP11,0.03845943469629778,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '+', '+', '+', 'x')"
RBP11,0.052397177368963675,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '+', '+', '-', '+')"
RBP11,-0.008493316569134516,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '+', '+', '-', '-')"
RBP11,-0.008493316569134511,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '+', '+', '-', 'x')"
RBP11,0.05239717736896367,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '+', '+', 'x', '+')"
RBP11,-0.008493316569134511,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '+', '+', 'x', '-')"
RBP11,-0.008493316569134502,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '+', '+', 'x', 'x')"
RBP11,0.0926528825696769,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '+', '-', '+', '+')"
RBP11,0.043789476591976365,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '+', '-', '+', '-')"
RBP11,0.04378947659197639,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '+', '-', '+', 'x')"
RBP11,0.056830510881802486,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '+', '-', '-', '+')"
RBP11,-0.0010620627268989825,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '+', '-', '-', '-')"
RBP11,-0.001062062726898987,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '+', '-', '-', 'x')"
RBP11,0.05683051088180259,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '+', '-', 'x', '+')"
RBP11,-0.001062062726898987,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '+', '-', 'x', '-')"
RBP11,-0.001062062726898987,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '+', '-', 'x', 'x')"
RBP11,0.09265288256967691,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '+', 'x', '+', '+')"
RBP11,0.0437894765919764,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '+', 'x', '+', '-')"
RBP11,0.04378947659197641,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '+', 'x', '+', 'x')"
RBP11,0.05683051088180259,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '+', 'x', '-', '+')"
RBP11,-0.001062062726898987,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '+', 'x', '-', '-')"
RBP11,-0.001062062726898987,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '+', 'x', '-', 'x')"
RBP11,0.05683051088180262,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '+', 'x', 'x', '+')"
RBP11,-0.001062062726898987,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '+', 'x', 'x', '-')"
RBP11,-0.001062062726898978,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '+', 'x', 'x', 'x')"
RBP11,0.09290785807469365,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '-', '+', '+', '+')"
RBP11,0.04441697483354732,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '-', '+', '+', '-')"
RBP11,0.04441697483354732,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '-', '+', '+', 'x')"
RBP11,0.05736388749798196,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '-', '+', '-', '+')"
RBP11,-9.738511391787847e-05,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '-', '+', '-', '-')"
RBP11,-9.738511391788072e-05,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '-', '+', '-', 'x')"
RBP11,0.05736388749798192,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '-', '+', 'x', '+')"
RBP11,-9.738511391788072e-05,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '-', '+', 'x', '-')"
RBP11,-9.738511391788054e-05,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '-', '+', 'x', 'x')"
RBP11,0.09362359517780863,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '-', '-', '+', '+')"
RBP11,0.0484613056797217,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '-', '-', '+', '-')"
RBP11,0.04846130567972164,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '-', '-', '+', 'x')"
RBP11,0.06045963708307255,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '-', '-', '-', '+')"
RBP11,0.006607799963085328,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '-', '-', '-', '-')"
RBP11,0.0066077999630853425,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '-', '-', '-', 'x')"
RBP11,0.060459637083072636,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '-', '-', 'x', '+')"
RBP11,0.00660779996308534,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '-', '-', 'x', '-')"
RBP11,0.006607799963085325,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '-', '-', 'x', 'x')"
RBP11,0.09362359517780863,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '-', 'x', '+', '+')"
RBP11,0.04846130567972164,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '-', 'x', '+', '-')"
RBP11,0.04846130567972164,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '-', 'x', '+', 'x')"
RBP11,0.060459637083072636,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '-', 'x', '-', '+')"
RBP11,0.006607799963085328,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '-', 'x', '-', '-')"
RBP11,0.006607799963085343,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '-', 'x', '-', 'x')"
RBP11,0.060459637083072636,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '-', 'x', 'x', '+')"
RBP11,0.006607799963085343,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '-', 'x', 'x', '-')"
RBP11,0.006607799963085343,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', '-', 'x', 'x', 'x')"
RBP11,0.09290785807469372,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', 'x', '+', '+', '+')"
RBP11,0.04441697483354735,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', 'x', '+', '+', '-')"
RBP11,0.044416974833547326,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', 'x', '+', '+', 'x')"
RBP11,0.057363887497981936,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', 'x', '+', '-', '+')"
RBP11,-9.738511391787974e-05,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', 'x', '+', '-', '-')"
RBP11,-9.738511391788003e-05,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', 'x', '+', '-', 'x')"
RBP11,0.057363887497981984,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', 'x', '+', 'x', '+')"
RBP11,-9.738511391788003e-05,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', 'x', '+', 'x', '-')"
RBP11,-9.738511391787019e-05,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', 'x', '+', 'x', 'x')"
RBP11,0.09362359517780863,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', 'x', '-', '+', '+')"
RBP11,0.04846130567972164,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', 'x', '-', '+', '-')"
RBP11,0.04846130567972167,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', 'x', '-', '+', 'x')"
RBP11,0.060459637083072636,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', 'x', '-', '-', '+')"
RBP11,0.006607799963085328,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', 'x', '-', '-', '-')"
RBP11,0.006607799963085343,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', 'x', '-', '-', 'x')"
RBP11,0.060459637083072636,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', 'x', '-', 'x', '+')"
RBP11,0.006607799963085343,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', 'x', '-', 'x', '-')"
RBP11,0.006607799963085343,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', 'x', '-', 'x', 'x')"
RBP11,0.0936235951778086,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', 'x', 'x', '+', '+')"
RBP11,0.048461305679721664,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', 'x', 'x', '+', '-')"
RBP11,0.048461305679721664,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', 'x', 'x', '+', 'x')"
RBP11,0.060459637083072636,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', 'x', 'x', '-', '+')"
RBP11,0.006607799963085343,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', 'x', 'x', '-', '-')"
RBP11,0.006607799963085325,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', 'x', 'x', '-', 'x')"
RBP11,0.060459637083072615,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', 'x', 'x', 'x', '+')"
RBP11,0.006607799963085325,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', 'x', 'x', 'x', '-')"
RBP11,0.006607799963085335,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', '-', 'x', 'x', 'x', 'x')"
RBP11,0.09060371721559413,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '+', '+', '+', '+')"
RBP11,0.03845943469629785,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '+', '+', '+', '-')"
RBP11,0.038459434696297735,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '+', '+', '+', 'x')"
RBP11,0.052397177368963654,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '+', '+', '-', '+')"
RBP11,-0.008493316569134515,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '+', '+', '-', '-')"
RBP11,-0.008493316569134516,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '+', '+', '-', 'x')"
RBP11,0.052397177368963654,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '+', '+', 'x', '+')"
RBP11,-0.008493316569134516,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '+', '+', 'x', '-')"
RBP11,-0.008493316569134499,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '+', '+', 'x', 'x')"
RBP11,0.09265288256967691,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '+', '-', '+', '+')"
RBP11,0.04378947659197641,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '+', '-', '+', '-')"
RBP11,0.04378947659197639,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '+', '-', '+', 'x')"
RBP11,0.05683051088180249,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '+', '-', '-', '+')"
RBP11,-0.001062062726898988,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '+', '-', '-', '-')"
RBP11,-0.001062062726898988,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '+', '-', '-', 'x')"
RBP11,0.05683051088180254,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '+', '-', 'x', '+')"
RBP11,-0.001062062726898988,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '+', '-', 'x', '-')"
RBP11,-0.0010620627268989771,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '+', '-', 'x', 'x')"
RBP11,0.09265288256967691,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '+', 'x', '+', '+')"
RBP11,0.0437894765919764,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '+', 'x', '+', '-')"
RBP11,0.04378947659197632,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '+', 'x', '+', 'x')"
RBP11,0.05683051088180261,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '+', 'x', '-', '+')"
RBP11,-0.001062062726898988,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '+', 'x', '-', '-')"
RBP11,-0.0010620627268989775,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '+', 'x', '-', 'x')"
RBP11,0.05683051088180264,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '+', 'x', 'x', '+')"
RBP11,-0.0010620627268989775,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '+', 'x', 'x', '-')"
RBP11,-0.0010620627268989775,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '+', 'x', 'x', 'x')"
RBP11,0.09290785807469372,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '-', '+', '+', '+')"
RBP11,0.04441697483354724,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '-', '+', '+', '-')"
RBP11,0.044416974833547326,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '-', '+', '+', 'x')"
RBP11,0.057363887497981936,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '-', '+', '-', '+')"
RBP11,-9.738511391787974e-05,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '-', '+', '-', '-')"
RBP11,-9.738511391788003e-05,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '-', '+', '-', 'x')"
RBP11,0.057363887497981984,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '-', '+', 'x', '+')"
RBP11,-9.738511391787974e-05,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '-', '+', 'x', '-')"
RBP11,-9.738511391787045e-05,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '-', '+', 'x', 'x')"
RBP11,0.09362359517780863,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '-', '-', '+', '+')"
RBP11,0.04846130567972174,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '-', '-', '+', '-')"
RBP11,0.04846130567972167,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '-', '-', '+', 'x')"
RBP11,0.060459637083072636,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '-', '-', '-', '+')"
RBP11,0.006607799963085328,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '-', '-', '-', '-')"
RBP11,0.006607799963085343,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '-', '-', '-', 'x')"
RBP11,0.060459637083072636,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '-', '-', 'x', '+')"
RBP11,0.006607799963085343,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '-', '-', 'x', '-')"
RBP11,0.006607799963085325,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '-', '-', 'x', 'x')"
RBP11,0.0936235951778086,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '-', 'x', '+', '+')"
RBP11,0.048461305679721664,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '-', 'x', '+', '-')"
RBP11,0.048461305679721664,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '-', 'x', '+', 'x')"
RBP11,0.060459637083072636,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '-', 'x', '-', '+')"
RBP11,0.006607799963085343,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '-', 'x', '-', '-')"
RBP11,0.006607799963085325,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '-', 'x', '-', 'x')"
RBP11,0.060459637083072615,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '-', 'x', 'x', '+')"
RBP11,0.006607799963085343,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '-', 'x', 'x', '-')"
RBP11,0.006607799963085335,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', '-', 'x', 'x', 'x')"
RBP11,0.0929078580746936,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', 'x', '+', '+', '+')"
RBP11,0.04441697483354728,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', 'x', '+', '+', '-')"
RBP11,0.04441697483354734,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', 'x', '+', '+', 'x')"
RBP11,0.05736388749798197,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', 'x', '+', '-', '+')"
RBP11,-9.738511391788183e-05,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', 'x', '+', '-', '-')"
RBP11,-9.738511391787153e-05,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', 'x', '+', '-', 'x')"
RBP11,0.057363887497982,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', 'x', '+', 'x', '+')"
RBP11,-9.738511391787153e-05,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', 'x', '+', 'x', '-')"
RBP11,-9.738511391786888e-05,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', 'x', '+', 'x', 'x')"
RBP11,0.0936235951778086,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', 'x', '-', '+', '+')"
RBP11,0.048461305679721664,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', 'x', '-', '+', '-')"
RBP11,0.048461305679721664,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', 'x', '-', '+', 'x')"
RBP11,0.060459637083072636,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', 'x', '-', '-', '+')"
RBP11,0.006607799963085343,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', 'x', '-', '-', '-')"
RBP11,0.006607799963085343,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', 'x', '-', '-', 'x')"
RBP11,0.060459637083072615,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', 'x', '-', 'x', '+')"
RBP11,0.006607799963085343,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', 'x', '-', 'x', '-')"
RBP11,0.006607799963085335,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', 'x', '-', 'x', 'x')"
RBP11,0.09362359517780856,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', 'x', 'x', '+', '+')"
RBP11,0.048461305679721664,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', 'x', 'x', '+', '-')"
RBP11,0.04846130567972165,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', 'x', 'x', '+', 'x')"
RBP11,0.060459637083072636,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', 'x', 'x', '-', '+')"
RBP11,0.006607799963085325,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', 'x', 'x', '-', '-')"
RBP11,0.006607799963085346,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', 'x', 'x', '-', 'x')"
RBP11,0.06045963708307251,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', 'x', 'x', 'x', '+')"
RBP11,0.006607799963085346,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', 'x', 'x', 'x', '-')"
RBP11,0.006607799963085347,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', '-', 'x', 'x', 'x', 'x', 'x')"
RBP11,0.08894494117495653,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', 'x', '+', '+', '+', '+', '+')"
RBP11,0.03237095437494511,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', 'x', '+', '+', '+', '+', '-')"
RBP11,0.03237095437494511,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', 'x', '+', '+', '+', '+', 'x')"
RBP11,0.04747280966545901,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', 'x', '+', '+', '+', '-', '+')"
RBP11,-0.017229510549586127,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', 'x', '+', '+', '+', '-', '-')"
RBP11,-0.017229510549586113,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', 'x', '+', '+', '+', '-', 'x')"
RBP11,0.04747280966545908,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', 'x', '+', '+', '+', 'x', '+')"
RBP11,-0.0172295105495861,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', 'x', '+', '+', '+', 'x', '-')"
RBP11,-0.017229510549586106,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', 'x', '+', '+', '+', 'x', 'x')"
RBP11,0.09246189603437005,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', 'x', '+', '+', '-', '+', '+')"
RBP11,0.03901536673883999,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', 'x', '+', '+', '-', '+', '-')"
RBP11,0.03901536673883996,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', 'x', '+', '+', '-', '+', 'x')"
RBP11,0.05332412510884299,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', 'x', '+', '+', '-', '-', '+')"
RBP11,-0.009279885116641974,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', 'x', '+', '+', '-', '-', '-')"
RBP11,-0.009279885116641993,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', 'x', '+', '+', '-', '-', 'x')"
RBP11,0.05332412510884303,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', 'x', '+', '+', '-', 'x', '+')"
RBP11,-0.009279885116641984,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', 'x', '+', '+', '-', 'x', '-')"
RBP11,-0.009279885116641969,669.7631802558899,28.95651650428772,93015700,"('+', '+', 'x', '-', 'x', '+', '+', '-', 'x', 'x')"
